id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
3476,0,0,"JChem: Java Applets and Modules Supporting Chemical Database Handling from Web Browsers",0,Ferenc Csizmadia,2000,article,Journal of Chemical Information and Computer Sciences,2,40,http://dx.doi.org/10.1021/ci9902696,323--324,0,
3477,0,0,Distributed and Big Data Storage Management in Grid Computing,0,"Ajay Kumar and Seema Bawa",2012,article,CoRR,0,abs/1207.2867,http://arxiv.org/abs/1207.2867,0,0,
3478,0,0,Machine Learning Techniques and Mammographic Risk Assessment,0,"Neil MacParthalain and Reyer Zwiggelaar",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-13666-5_90,664--672,"Digital Mammography, 10th International Workshop, {IWDM} 2010, Girona, Catalonia, Spain, June 16-18, 2010. Proceedings",DBLP:conf/mammo/2010
3479,Springer,3-540-66332-0,"Advances in Intelligent Data Analysis, Third International Symposium, IDA-99, Amsterdam, The Netherlands, August 1999, Proceedings",Lecture Notes in Computer Science,0,1999,proceedings,0,0,1642,0,0,0,
3480,0,0,"Matched Gene Selection and Committee Classifier for Molecular Classification of Heterogeneous Diseases",0,"Guoqiang Yu and Yuanjian Feng and David J. Miller and Jianhua Xuan and Eric P. Hoffman and Robert Clarke and Ben Davidson and Ie{-}Ming Shih and Yue Joseph Wang",2010,article,Journal of Machine Learning Research,0,11,http://portal.acm.org/citation.cfm?id=1859924,2141--2167,0,
3481,0,0,Program Specification and Data Refinement in Type Theory,0,Zhaohui Luo,1993,article,Mathematical Structures in Computer Science,3,3,http://dx.doi.org/10.1017/S0960129500000256,333--363,0,
3482,0,0,Data Analysis and Mining in the Life Sciences,0,Nam Huyn,2001,article,{SIGMOD} Record,3,30,http://doi.acm.org/10.1145/603867.603880,76--85,0,
3483,0,0,"Introduction to special issue on machine learning for adaptivity in spoken dialogue systems",0,"Oliver Lemon and Olivier Pietquin",2011,article,TSLP,3,7,http://doi.acm.org/10.1145/1966407.1966408,3,0,
3484,0,0,"TPC's Benchmark Development Model: Making the First Industry Standard Benchmark on Big Data a Success",0,Meikel Poess,2012,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-53974-9_1,1--10,"Specifying Big Data Benchmarks - First Workshop, {WBDB} 2012, San Jose, CA, USA, May 8-9, 2012, and Second Workshop, {WBDB} 2012, Pune, India, December 17-18, 2012, Revised Selected Papers",DBLP:conf/wbdb/2012
3485,0,0,Unified analytics platform for big data,0,Donald Miner,2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2361999.2362038,176,"2012 Joint Working {IEEE/IFIP} Conference on Software Architecture and European Conference on Software Architecture, {WICSA/ECSA} 2012, Helsinki, Finland, August 20-24, 2012 - Companion Volume",DBLP:conf/wicsa/2012c
3486,0,0,"Diagonal Replication on Grid for Efficient Access of Data in Distributed Database Systems",0,"Mustafa Mat Deris and N. Bakar and M. Rabiei and H. M. Suzuri",2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-24688-6_51,379--387,"Computational Science - {ICCS} 2004, 4th International Conference, Krak{\'{o}}w, Poland, June 6-9, 2004, Proceedings, Part {III}",DBLP:conf/iccS/2004-3
3487,Springer,3-540-31331-1,"Constraint-Based Mining and Inductive Databases, European Workshop on Inductive Databases and Constraint Based Mining, Hinterzarten, Germany, March 11-13, 2004, Revised Selected Papers",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3848,0,0,0,
3488,0,0,"Ensembles of Bayesian Network Classifiers Using Glaucoma Data and Expertise",0,"Stefano Ceccon and David Garway{-}Heath and David P. Crabb and Allan Tucker",2011,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-22910-7_8,133--150,Ensembles in Machine Learning Applications,DBLP:series/sci/2011-373
3489,0,0,"An Analysis of Document Types Published in Journals Related to Physics: Proceeding Papers Recorded in the Science Citation Index Database",0,Anne Sigogneau,2000,article,Scientometrics,3,47,http://dx.doi.org/10.1023/A:1005628218890,589--604,0,
3490,0,0,"A small cache of large ranges: Hardware methods for efficiently searching, storing, and updating big dataflow tags",0,"Mohit Tiwari and Banit Agrawal and Shashidhar Mysore and Jonathan Valamehr and Timothy Sherwood",2008,inproceedings,0,0,0,http://dx.doi.org/10.1109/MICRO.2008.4771782,94--105,"41st Annual {IEEE/ACM} International Symposium on Microarchitecture {(MICRO-41} 2008), November 8-12, 2008, Lake Como, Italy",DBLP:conf/micro/2008
3491,"Garland Publishing, New York",0-8240-4422-3,A Data Definition Facility for Programming Languages,Outstanding Dissertations in the Computer Sciences,Thomas A. Standish,1967,book,0,0,0,0,0,0,
3492,0,0,Associative Processor For Sorting Of Data Array,0,"M. M. Al{-}Hiyari and M. A. Al{-}Maitah",2004,article,Egyptian Computer Science Journal,1,26,http://net2.shams.edu.eg/ecs/jan_04_a9.htm,0,0,
3493,0,0,A least-squares digital filter for repetitive data acquistion,0,"Scott L. Nickolaisen and Stephen E. Bialkowski",1986,article,Journal of Chemical Information and Computer Sciences,2,26,http://dx.doi.org/10.1021/ci00050a005,57--59,0,
3494,0,0,Teraflop-scale Incremental Machine Learning,0,"Eray {\""{O}}zkural",2011,article,CoRR,0,abs/1103.1003,http://arxiv.org/abs/1103.1003,0,0,
3495,0,0,Big Software Data Analysis,0,"Mircea Lungu and Oscar Nierstrasz and Niko Schwarz",2012,article,{ERCIM} News,89,2012,http://ercim-news.ercim.eu/en89/special/big-software-data-analysis,0,0,
3496,0,0,"On the infeasibility of modeling polymorphic shellcode - Re-thinking the role of learning in intrusion detection systems",0,"Yingbo Song and Michael E. Locasto and Angelos Stavrou and Angelos D. Keromytis and Salvatore J. Stolfo",2010,article,Machine Learning,2,81,http://dx.doi.org/10.1007/s10994-009-5143-5,179--205,0,
3497,0,0,"Database Mining Using Soft Computing Techniques. An Integrated Neural Network-Fuzzy Logic-Genetic Algorithm Approach",0,"Thomas R. Cundari and Marco Russo",2001,article,Journal of Chemical Information and Computer Sciences,2,41,http://dx.doi.org/10.1021/ci0000068,281--287,0,
3498,0,0,"An investigation of the inconstistencies of the {RIM-5} relationalinformation management database management system (abstract only)",0,Pentti A. Honkanen,1985,inproceedings,0,0,0,http://doi.acm.org/10.1145/320599.322483,423,"Proceedings of the 13th {ACM} Annual Conference on Computer Science, New Orleans, Louisiana, USA, 1985",DBLP:conf/acm/1985
3499,0,0,An integrated machine learning approach to stroke prediction,0,"Aditya Khosla and Yu Cao and Cliff Chiung{-}Yu Lin and Hsu{-}Kuang Chiu and Junling Hu and Honglak Lee",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1835804.1835830,183--192,"Proceedings of the 16th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, July 25-28, 2010",DBLP:conf/kdd/2010
3500,0,0,"Training Data Subdivision and Periodical Rotation in Hybrid Fuzzy Genetics-Based Machine Learning",0,"Hisao Ishibuchi and Shingo Mihara and Yusuke Nojima",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICMLA.2011.147,229--234,"10th International Conference on Machine Learning and Applications and Workshops, {ICMLA} 2011, Honolulu, Hawaii, USA, December 18-21, 2011. Volume 1: Main Conference",DBLP:conf/icmla/2011-1
3501,0,0,"The development of versions 3 and 4 of the Cambridge Structural Database System",0,"Frank H. Allen and John E. Davies and Jean J. Galloy and Owen Johnson and Olga Kennard and Clare F. Macrae and Eleanor M. Mitchell and Gary F. Mitchell and J. Michael Smith and David G. Watson",1991,article,Journal of Chemical Information and Computer Sciences,2,31,http://dx.doi.org/10.1021/ci00002a004,187--204,0,
3502,0,0,"Performance Analysis, Data Sharing, and Tools Integration in Grids: New Approach Based on Ontology",0,"Hong Linh Truong and Thomas Fahringer",2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-24688-6_56,424--431,"Computational Science - {ICCS} 2004, 4th International Conference, Krak{\'{o}}w, Poland, June 6-9, 2004, Proceedings, Part {III}",DBLP:conf/iccS/2004-3
3503,0,0,"Explorative data analysis techniques and unsupervised clustering methods to support clinical assessment of Chronic Obstructive Pulmonary Disease {(COPD)} phenotypes",0,"Matteo Paoletti and Gianna Camiciottoli and Eleonora Meoni and Francesca Bigazzi and Lucia Cestelli and Massimo Pistolesi and Carlo Marchesi",2009,article,Journal of Biomedical Informatics,6,42,http://dx.doi.org/10.1016/j.jbi.2009.05.008,1013--1021,0,
3504,0,0,"Modeling and designing of machine learning procedures as applied to game playing using artificial intelligence",0,"Avneet Kaur Dhawan and Jaswinder Singh",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2007052.2007080,139--143,"International Conference on Advances in Computing and Artificial Intelligence, {ACAI} '11, Rajpura/Punjab, India - July 21 - 22, 2011",DBLP:conf/acai/2011
3505,0,0,"Automated Spectrum Simulation Methods for Carbon-13 Nuclear Magnetic Resonance Spectroscopy Based on Database Retrieval and Model-Building Strategies",0,"Robert C. Schweitzer and Gary W. Small",1997,article,Journal of Chemical Information and Computer Sciences,2,37,http://dx.doi.org/10.1021/ci9601731,249--257,0,
3506,0,0,Data Reduction Based on Spatial Partitioning,0,"Gongde Guo and Hui Wang and David A. Bell and Qingxiang Wu",2001,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-45718-6_28,245--252,"Computational Science - {ICCS} 2001, International Conference, San Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {II}",DBLP:conf/iccS/2001-2
3507,0,0,"A Comparison of Three Different Methods for Classification of Breast Cancer Data",0,"Daniele Soria and Jonathan M. Garibaldi and Elia Biganzoli and Ian O. Ellis",2008,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICMLA.2008.97,619--624,"Seventh International Conference on Machine Learning and Applications, {ICMLA} 2008, San Diego, California, USA, 11-13 December 2008",DBLP:conf/icmla/2008
3508,0,0,Error Correcting Output Codes,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_260,331,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3509,0,0,"Research on Recognition and Mobile Learning of Birds Base on Network under the Condition of Human-Machine Collaboration",0,"Yi Lin and Yue Liu",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-23456-9_21,115--122,"Edutainment Technologies. Educational Games and Virtual Reality/Augmented Reality Applications - 6th International Conference on E-learning and Games, Edutainment 2011, Taipei, Taiwan, September 2011. Proceedings",DBLP:conf/edutainment/2011
3510,0,0,Estimation of Density Level Sets,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_264,331,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3511,0,0,Predicting Falls of a Humanoid Robot through Machine Learning,0,"Shivaram Kalyanakrishnan and Ambarish Goswami",2010,inproceedings,0,0,0,http://www.aaai.org/ocs/index.php/IAAI/IAAI10/paper/view/1543,0,"Proceedings of the Twenty-Second Conference on Innovative Applications of Artificial Intelligence, July 11-15, 2010, Atlanta, Georgia, {USA}",DBLP:conf/iaai/2010
3512,0,0,"Machine learning for drug design, molecular machines and evolvable artificial cells",0,"Filippo Caschera and Martin M. Hanczyc and Steen Rasmussen",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2001858.2002111,831--832,"13th Annual Genetic and Evolutionary Computation Conference, {GECCO} 2011, Companion Material Proceedings, Dublin, Ireland, July 12-16, 2011",DBLP:conf/gecco/2011c
3513,0,0,"Automatic Selection of Object Recognition Methods Using Reinforcement Learning",0,"Reinaldo A. C. Bianchi and Arnau Ramisa and Ramon L{\'{o}}pez de M{\'{a}}ntaras",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-05177-7_21,421--439,"Advances in Machine Learning {I:} Dedicated to the Memory of Professor Ryszard S. Michalski",DBLP:series/sci/2010-262
3514,0,0,Classification with Incomplete Data Using Dirichlet Process Priors,0,"Chunping Wang and Xuejun Liao and Lawrence Carin and David B. Dunson",2010,article,Journal of Machine Learning Research,0,11,http://portal.acm.org/citation.cfm?id=1953036,3269--3311,0,
3515,0,0,Protein model assessment via machine learning techniques,0,"Anjum Reyaz{-}Ahmed and Robert W. Harrison and Yan{-}Qing Zhang",2010,article,I. J. Functional Informatics and Personalised Medicine,3,3,http://dx.doi.org/10.1504/IJFIPM.2010.039121,215--227,0,
3516,0,0,Evaluation,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_265,331--332,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3517,0,0,"Machine learning for text indexing: concept extraction, keyword extraction and tag recommendation",0,Hendri Murfi,2010,phdthesis,0,0,0,http://opus.kobv.de/tuberlin/volltexte/2010/2774/,0,0,
3518,0,0,Consistency in ordinal data analysis {I},0,"Gerhard Herden and Andreas Pallack",2002,article,Mathematical Social Sciences,1,43,http://dx.doi.org/10.1016/S0165-4896(01)00081-6,79--113,0,
3519,0,0,"A scalable machine-learning approach for semi-structured named entity recognition",0,"Utku Irmak and Reiner Kraft",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1772690.1772738,461--470,"Proceedings of the 19th International Conference on World Wide Web, {WWW} 2010, Raleigh, North Carolina, USA, April 26-30, 2010",DBLP:conf/www/2010
3520,0,0,A Machine Learning-Based Evaluation Method for Machine Translation,0,"Katsunori Kotani and Takehiko Yoshimi",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-12842-4_42,351--356,"Artificial Intelligence: Theories, Models and Applications, 6th Hellenic Conference on AI, {SETN} 2010, Athens, Greece, May 4-7, 2010. Proceedings",DBLP:conf/setn/2010
3521,0,0,Optimal model selection for posture recognition in home-based healthcare,0,"Shumei Zhang and Paul J. McCullagh and Chris D. Nugent and Huiru Zheng and Matthias Baumgarten",2011,article,Int. J. Machine Learning {\&} Cybernetics,1,2,http://dx.doi.org/10.1007/s13042-010-0009-5,1--14,0,
3522,0,0,Evaluation Set,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_267,332,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3523,0,0,Regret bounds for sleeping experts and bandits,0,"Robert Kleinberg and Alexandru Niculescu{-}Mizil and Yogeshwer Sharma",2010,article,Machine Learning,02-Mar,80,http://dx.doi.org/10.1007/s10994-010-5178-7,245--272,0,
3524,0,0,CART,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_93,147,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3525,0,0,Application of machine learning methods for software effort prediction,0,"Ruchika Malhotra and Arvinder Kaur and Guru Gobind Singh",2010,article,{ACM} {SIGSOFT} Software Engineering Notes,3,35,http://doi.acm.org/10.1145/1764810.1764825,1--6,0,
3526,0,0,"Triangulated irregular network optimization from contour data using bridge and tunnel edge removal",0,"Honglei Zhu and J. Ronald Eastman and James Toledano",2001,article,International Journal of Geographical Information Science,3,15,http://dx.doi.org/10.1080/13658810151072912,271--286,0,
3527,0,0,The United Kingdom Chemical Database Service,0,"David A. Fletcher and Robert F. McMeeking and Donald Parkin",1996,article,Journal of Chemical Information and Computer Sciences,4,36,http://dx.doi.org/10.1021/ci960015+,746--749,0,
3528,0,0,"Single machine multiple common due dates scheduling with learning effects",0,"Ji{-}Bo Wang and Ming{-}Zheng Wang",2010,article,Computers {\&} Mathematics with Applications,11,60,http://dx.doi.org/10.1016/j.camwa.2010.09.061,2998--3002,0,
3529,0,0,Random Subspace Method,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_696,828,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3530,0,0,Random Decision Forests,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_694,827,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3531,0,0,Random Forests,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_695,828,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3532,0,0,Radial Basis Function Approximation,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_691,823,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3533,0,0,Radial Basis Function Neural Networks,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_693,827,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3534,0,0,Rademacher Average,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_689,823,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3535,0,0,{DDEMA:} {A} Data Driven Environment for Multiphysics Applications,0,"John Michopoulos and Panagiota Tsompanopoulou and Elias N. Houstis and John R. Rice and Charbel Farhat and Michel Lesoinne and Frederic Lechenault",2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44864-0_32,309--318,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
