id,title,booktitle,author,pages,year,organization,ENTRYTYPE,publisher,journal,number,volume
2787,Transfer learning on heterogenous feature spaces via spectral transformation,"Data Mining (ICDM), 2010 IEEE 10th International Conference on","Shi, Xiaoxiao and Liu, Qi and Fan, Wei and Yu, Philip S and Zhu, Ruixin",1049--1054,2010,IEEE,inproceedings,0,0,0,
2788,Multi-Label Collective Classification.,0,"Kong, Xiangnan and Shi, Xiaoxiao and Philip, S Yu",618--629,2011,0,article,0,SDM,0,11
2789,Inferring anchor links across multiple heterogeneous social networks,Proceedings of the 22nd ACM international conference on Conference on information \& knowledge management,"Kong, Xiangnan and Zhang, Jiawei and Yu, Philip S",179--188,2013,ACM,inproceedings,0,0,0,
2790,Pocket data mining: towards collaborative data mining in mobile computing environments,"Tools with Artificial Intelligence (ICTAI), 2010 22nd IEEE International Conference on","Stahl, Frederic and Gaber, Mohamed Medhat and Bramer, Max and Yu, Philip S",323--330,2010,IEEE,inproceedings,0,0,0,2
2791,Cooperative architectures and algorithms for discovery and transcoding of multi-version content,Web content caching and distribution,"Canali, Claudia and Cardellini, Valeria and Colajanni, Michele and Lancellotti, Riccardo and Philip, S Yu",205--221,2004,0,incollection,Springer Netherlands,0,0,
2792,An automated system for web portal personalization,Proceedings of the 28th international conference on Very Large Data Bases,"Aggarwal, Charu C and Yu, Philip S",1031--1040,2002,VLDB Endowment,inproceedings,0,0,0,
2793,Cluster architectures and S/390 Parallel Sysplex scalability,0,"King, Gary M. and Dias, Daniel M. and Yu, Philip S.",221--241,1997,0,article,IBM,IBM Systems Journal,2,36
2794,On disk caching of web objects in proxy servers,Proceedings of the sixth international conference on Information and knowledge management,"Aggarwal, Charu G and Yu, Philip S",238--245,1997,ACM,inproceedings,0,0,0,
2795,Switching protocal for multiple autonomous switching planes,0,"Lebizay, Gerald and Lien, Yeong-Chang L and Philip, S Yu",0,1987,0,misc,0,0,0,
2796,Focused community discovery,"Data Mining, Fifth IEEE International Conference on","Hildrum, Kirsten and Yu, Philip S",4--pp,2005,IEEE,inproceedings,0,0,0,
2797,Fragmental proxy caching for streaming multimedia objects,0,"Wang, James Z and Yu, Philip S",147--156,2007,0,article,IEEE,"Multimedia, IEEE Transactions on",1,9
2798,Systems and methods for distributing information to an operator of a vehicle,0,"Yu, Philip Shi-lung and Greene, David P and Stern, Edith H and Willner, Barry E",0,2004,0,misc,0,0,0,
2799,Mining high utility mobile sequential patterns in mobile commerce environments,Database Systems for Advanced Applications,"Shie, Bai-En and Hsiao, Hui-Fang and Tseng, Vincent S and Philip, S Yu",224--238,2011,0,incollection,Springer Berlin Heidelberg,0,0,
2800,Processing continual range queries over moving objects using VCR-based query indexes,"Mobile and Ubiquitous Systems: Networking and Services, 2004. MOBIQUITOUS 2004. The First Annual International Conference on","Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",226--235,2004,IEEE,inproceedings,0,0,0,
2801,Adana: Active name disambiguation,"Data Mining (ICDM), 2011 IEEE 11th International Conference on","Wang, Xuezhi and Tang, Jie and Cheng, Hong and Yu, Philip S",794--803,2011,IEEE,inproceedings,0,0,0,
2802,Discriminative frequent subgraph mining with optimality guarantees,0,"Thoma, Marisa and Cheng, Hong and Gretton, Arthur and Han, Jiawei and Kriegel, Hans-Peter and Smola, Alex and Song, Le and Yu, Philip S and Yan, Xifeng and Borgwardt, Karsten M",302--318,2010,0,article,"Wiley Subscription Services, Inc., A Wiley Company",Statistical Analysis and Data Mining: The ASA Data Science Journal,5,3
2803,Method for building space-splitting decision tree,0,"Yu, Philip Shi-lung and Wang, Haixun",0,2005,0,misc,0,0,0,
2804,System and method for providing service for searching web site addresses,0,"Hailpern, Brent and Philip, S Yu",0,2008,0,misc,0,0,0,
2805,On Privacy-Preservation of Text and Sparse Binary Data with Sketches.,SDM,"Aggarwal, Charu C and Philip, S Yu",57--67,2007,0,inproceedings,0,0,0,
2806,Dynamic transaction routing in distributed database systems,0,"Yu, Philip S and Balsamo, Simonetta and Lee, Yann-Hang",1307--1318,1988,0,article,IEEE,"Software Engineering, IEEE Transactions on",9,14
2807,Performance analysis of coherency control policies through lock retention,ACM SIGMOD Record,"Dan, Asit and Yu, Philip S",114--123,1992,ACM,inproceedings,0,0,2,21
2808,Dynamic finite versioning: An effective versioning approach to concurrent transaction and query processing,"Data Engineering, 1993. Proceedings. Ninth International Conference on","Wu, Kun-Lung and Yu, Philip S and Chen, Ming-Syan",577--586,1993,IEEE,inproceedings,0,0,0,
2809,Latency-sensitive hashing for collaborative Web caching,0,"Wu, Kun-Lung and Philip, S Yu",633--644,2000,0,article,Elsevier,Computer Networks,1,33
2810,A load shedding framework and optimizations for m-way windowed stream joins,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Gedik, Bugra and Wu, Kim-Lung and Yu, Philip S and Liu, Ling",536--545,2007,IEEE,inproceedings,0,0,0,
2811,Method and apparatus for dynamic and flexible table summarization,0,"Lo, Ming-Ling and Wu, Kun-Lung and Yu, Philip Shi-lung",0,2003,0,misc,0,0,0,
2812,Structural periodic measures for time-series data,0,"Vlachos, Michail and Philip, S Yu and Castelli, Vittorio and Meek, Christopher",1--28,2006,0,article,Springer US,Data Mining and Knowledge Discovery,1,12
2813,Using join operations as reducers in distributed query processing,Proceedings of the second international symposium on Databases in parallel and distributed systems,"Chen, Ming-Syan and Yu, Philip S",116--123,1990,ACM,inproceedings,0,0,0,
2814,Method and apparatus for using physical characteristic data collected from two or more subjects,0,"Willner, Barry E and Stern, Edith H and Greene, David P and Yu, Philip Shi-lung",0,2004,0,misc,0,0,0,
2815,On robust transaction routing and load sharing,0,"Yu, Philip S and Leff, Avraham and Lee, Yann-Hang",476--512,1991,0,article,ACM,ACM Transactions on Database Systems (TODS),3,16
2816,Web object caching and apparatus for performing the same,0,"Wu, Kun-Lung and Yu, Philip Shi-lung",0,2002,0,misc,0,0,0,
2817,On Variable Constraints in Privacy Preserving Data Mining.,SDM,"Aggarwal, Charu C and Philip, S Yu",115--125,2005,0,inproceedings,0,0,0,
2818,"Grubjoin: An adaptive, multi-way, windowed stream join with time correlation-aware cpu load shedding",0,"Gedik, Bu{\u{g}}ra and Wu, Kun-Lung and Yu, Philip S and Liu, Ling",1363--1380,2007,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",10,19
2819,Toward predictive failure management for distributed stream processing systems,"Distributed Computing Systems, 2008. ICDCS'08. The 28th International Conference on","Gu, Xiaohui and Papadimitriou, Spiros and Yu, Philip S and Chang, Shu-Ping",825--832,2008,IEEE,inproceedings,0,0,0,
2820,Early classification on time series,0,"Xing, Zhengzheng and Pei, Jian and Philip, S Yu",105--127,2012,0,article,Springer-Verlag,Knowledge and information systems,1,31
2821,Eliminating redundancy in generation of association rules for on-line mining,0,"Aggarwal, Charu Chandra and Yu, Philip Shi-lung",0,1999,0,misc,0,0,0,
2822,Efficient topological OLAP on information networks,Database Systems for Advanced Applications,"Qu, Qiang and Zhu, Feida and Yan, Xifeng and Han, Jiawei and Philip, S Yu and Li, Hongyan",389--403,2011,0,incollection,Springer Berlin Heidelberg,0,0,
2823,Protecting sensitive labels in social network data anonymization,0,"Yuan, Mingxuan and Chen, Lei and Yu, Philip S and Yu, Ting",633--647,2013,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",3,25
2824,Data mining for business applications,0,"Cao, Longbing and Philip, S Yu and Zhang, Chengqi and Zhang, Huaifeng",0,2008,0,book,Springer Science \& Business Media,0,0,
2825,Distributed divergence control for epsilon serializability,"Distributed Computing Systems, 1993., Proceedings the 13th International Conference on","Pu, Calton and Hseush, Wenwey and Kaiser, Gail E and Wu, Kun-Lung and Yu, Philip S",449--456,1993,IEEE,inproceedings,0,0,0,
2826,Time sensitive ranking with application to publication search,"Link Mining: Models, Algorithms, and Applications","Li, Xin and Liu, Bing and Philip, S Yu",187--209,2010,0,incollection,Springer New York,0,0,
2827,Applying segmented right-deep trees to pipelining multiple hash joins,0,"Chen, Ming-Syan and Lo, Mingling and Yu, Philip S and Young, Honesty C",656--668,1995,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",4,7
2828,Tradeoffs between coupling small and large processors for transaction processing,0,"Dias, Daniel M and Iyer, Balakrishna R and Yu, Philip S",310--320,1988,0,article,IEEE,"Computers, IEEE Transactions on",3,37
2829,On text clustering with side information,"Data Engineering (ICDE), 2012 IEEE 28th International Conference on","Aggarwal, Charu C and Zhao, Yuchen and Yu, Philip S",894--904,2012,IEEE,inproceedings,0,0,0,
2830,Discovering overlapping communities of named entities,Knowledge Discovery in Databases: PKDD 2006,"Li, Xin and Liu, Bing and Philip, S Yu",593--600,2006,0,incollection,Springer Berlin Heidelberg,0,0,
2831,Transfer sparse coding for robust image representation,"Computer Vision and Pattern Recognition (CVPR), 2013 IEEE Conference on","Long, Mingsheng and Ding, Guiguang and Wang, Jianmin and Sun, Jiaguang and Guo, Yuchen and Yu, Philip S",407--414,2013,IEEE,inproceedings,0,0,0,
2832,On effective conceptual indexing and similarity search in text data,"Data Mining, 2001. ICDM 2001, Proceedings IEEE International Conference on","Aggarwal, Cham C and Yu, Philip S",3--10,2001,IEEE,inproceedings,0,0,0,
2833,Gconnect: A connectivity index for massive disk-resident graphs,0,"Aggarwal, Charu and Xie, Yan and Yu, Philip S",862--873,2009,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,1,2
2834,The S-tree: an efficient index for multidimensional objects,Advances in Spatial Databases,"Aggarwal, Charu and Wolf, Joel and Yu, Philip and Epelman, Marina",350--373,1997,0,incollection,Springer Berlin Heidelberg,0,0,
2835,Method and apparatus for representing and managing service level agreement management data and relationships thereof,0,"Buco, Melissa and Chang, Rong and Luan, Laura and Shae, Zon-Yin and Ward, Christopher and Wolf, Joel and Yu, Philip",0,2004,0,misc,0,0,0,
2836,Performance analysis of buffer coherency policies in a multisystem data sharing environment,0,"Dan, Asit and Yu, Philip S",289--305,1993,0,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",3,4
2837,Decision tree evolution using limited number of labeled data items from drifting data streams,"Data Mining, 2004. ICDM'04. Fourth IEEE International Conference on","Fan, Wei and Huang, Yi-an and Yu, Philip S",379--382,2004,IEEE,inproceedings,0,0,0,
2838,"System and method for"" swaps"" style risk products based on network enabled aggregation",0,"Greene, David and Boies, Stephen and Dinkin, Samuel and Moskowitz, Paul and Yu, Philip",0,2000,0,misc,0,0,0,
2839,On general results for all-to-all broadcast,0,"Chen, Ming-Syan and Chen, Jeng-Chun and Yu, Philip S",363--370,1996,0,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",4,7
2840,Database access characterization for buffer hit prediction,"Data Engineering, 1993. Proceedings. Ninth International Conference on","Dan, Asit and Yu, Philip S and Chung, Jen-Yao",134--143,1993,IEEE,inproceedings,0,0,0,
2841,Impact of large memory on the performance of optimistic concurrency control schemes,"Databases, Parallel Architectures and Their Applications,. PARBASE-90, International Conference on","Yu, Philip S and Dias, Daniel M",86--90,1990,IEEE,inproceedings,0,0,0,
2842,Mining extremely skewed trading anomalies,Advances in Database Technology-EDBT 2004,"Fan, Wei and Philip, S Yu and Wang, Haixun",801--810,2004,0,incollection,Springer Berlin Heidelberg,0,0,
2843,Inferring the impacts of social media on crowdfunding,Proceedings of the 7th ACM international conference on Web search and data mining,"Lu, Chun-Ta and Xie, Sihong and Kong, Xiangnan and Yu, Philip S",573--582,2014,ACM,inproceedings,0,0,0,
2844,Supporting multi-party voice-over-IP services with peer-to-peer stream processing,Proceedings of the 13th annual ACM international conference on Multimedia,"Gu, Xiaohui and Wen, Zhen and Yu, Philip S and Shae, Zon-Yin",303--306,2005,ACM,inproceedings,0,0,0,
2845,Mining knowledge from interconnected data: a heterogeneous information network analysis approach,0,"Sun, Yizhou and Han, Jiawei and Yan, Xifeng and Yu, Philip S",2022--2023,2012,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,12,5
2846,Guest Editors' Introduction: Social Computing in the Blogosphere,0,"Liu, Huan and Yu, Philip S and Agarwal, Nitin and Suel, Torsten",12--14,2010,0,article,IEEE,"Internet Computing, IEEE",2,14
2847,Storage optimization for large-scale distributed stream-processing systems,0,"Hildrum, Kirsten and Douglis, Fred and Wolf, Joel L and Yu, Philip S and Fleischer, Lisa and Katta, Akshay",5,2008,0,article,ACM,ACM Transactions on Storage (TOS),4,3
2848,On wavelet decomposition of uncertain time series data sets,Proceedings of the 19th ACM international conference on Information and knowledge management,"Zhao, Yuchen and Aggarwal, Charu and Yu, Philip",129--138,2010,ACM,inproceedings,0,0,0,
2849,STAMP: On Discovery of Statistically Important Pattern Repeats in Long Sequential Data.,SDM,"Yang, Jiong and Wang, Wei and Philip, S Yu",224--235,2003,0,inproceedings,0,0,0,
2850,Fast burst correlation of financial data,Knowledge Discovery in Databases: PKDD 2005,"Vlachos, Michail and Wu, Kun-Lung and Chen, Shyh-Kwei and Philip, S Yu",368--379,2005,0,incollection,Springer Berlin Heidelberg,0,0,
2851,On incremental processing of continual range queries for location-aware services and applications,"Mobile and Ubiquitous Systems: Networking and Services, 2005. MobiQuitous 2005. The Second Annual International Conference on","Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",261--269,2005,IEEE,inproceedings,0,0,0,
2852,On accuracy improvement and applicability conditions of diffusion approximation with applications to modelling of computer systems,0,"Yu, Philip S",0,1977,0,article,Stanford University,0,0,
2853,Behavior computing,0,"Cao, Longbing and Yu, SP",0,2012,0,book,"Springer, New York",0,0,
2854,Mining interesting user behavior patterns in mobile commerce environments,0,"Shie, Bai-En and Philip, S Yu and Tseng, Vincent S",418--435,2013,0,article,Springer US,Applied intelligence,3,38
2855,One-class learning and concept summarization for data streams,0,"Zhu, Xingquan and Ding, Wei and Philip, S Yu and Zhang, Chengqi",523--553,2011,0,article,Springer-Verlag,Knowledge and Information Systems,3,28
2856,Performance comparison of IO shipping and database call shipping: schemes in multisystem partitioned databases,0,"Philip, S Yu and Cornell, Douglas and Dias, Daniel M and Thomasian, Alexander",15--33,1989,0,article,North-Holland,Performance Evaluation,1,10
