id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
6719,1,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,adam blum,VLDB,1999,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,adam blum,VLDB,1999
6720,0,merging ranks from heterogeneous internet sources,"hector garcia-molina , luis gravano",VLDB,1997,querying heterogeneous information sources using source descriptions,"alon y. levy , anand rajaraman , joann j. ordille",VLDB,1996
6721,0,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",SIGMOD,1994,schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian",VLDB,1996
6722,0,orthogonal optimization of subqueries and aggregation,"milind joshi , césar a. galindo-legaria",SIGMOD,2001,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",VLDB,1999
6723,1,a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",SIGMOD Rec.,2003,a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang",SIGMOD Rec.,2003
6724,0,reminiscences on influential papers,"mitch cherniack , kenneth a. ross , gottfried vossen",SIGMOD Rec.,2003,reminiscences on influential papers,kenneth a. ross,SIGMOD Rec.,2001
6725,0,data mining techniques,jiawei han,SIGMOD,1996,applying data mining techniques to a health insurance information system,"marisa s. viveros , john p. nearhos , michael j. rothman",VLDB,1996
6726,0,an alternative storage organization for rolap aggregate views based on cubetrees,"yannis kotidis , nick roussopoulos",SIGMOD,1998,the active multisync controller of the cubetree storage organization,"nick roussopoulos , yannis kotidis , yannis sismanis",SIGMOD,1999
6727,0,streaming queries over streaming data,"michael j. franklin , sirish chandrasekaran",VLDB,2002,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",SIGMOD,2002
6728,0,data mining : concepts and techniques - book review,"fernando berzal galiano , nicolás marín",SIGMOD Rec.,2002,data mining techniques,jiawei han,SIGMOD,1996
6729,0,book review column,karl aberer,SIGMOD Rec.,2002,book review column,karl aberer,SIGMOD Rec.,2003
6730,0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",VLDB,2003,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",SIGMOD,2003
6731,0,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",SIGMOD Rec.,2001,reminiscences on influential papers,"kenneth a. ross , theodore johnson , richard thomas snodgrass",SIGMOD Rec.,2002
6732,0,introduction ( special issue on multimedia databases ),"m. tamer özsu , stavros christodoulakis",VLDBJ,1998,view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",VLDBJ,2000
6733,1,benchmarking spatial join operations with spatial output,"erik g. hoel , hanan samet",VLDB,1995,benchmarking spatial join operations with spatial output,"erik g. hoel , hanan samet",VLDB,1995
6734,1,rapid bushy join-order optimization with cartesian products,"bennet vance , david maier",SIGMOD,1996,rapid bushy join-order optimization with cartesian products,"bennet vance , david maier",SIGMOD,1996
6735,0,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",SIGMOD Rec.,1998,multi-dimensional database allocation for parallel data warehouses,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm",VLDB,2000
6736,0,a data transformation system for biological data sources,"susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton",VLDB,1995,lineage tracing for general data warehouse transformations,"y. cui , j. widom",VLDBJ,2003
6737,0,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",VLDB,1996,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , piyush goel , bala iyer",SIGMOD,1995
6738,1,versant replication : supporting fault-tolerant object databases,"h. stephen au-yeung , c. p. chou , yuh-ming shyy",SIGMOD,1995,versant replication : supporting fault-tolerant object databases,"yuh-ming shyy , h. stephen au-yeung , c. p. chou",SIGMOD,1995
6739,0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",SIGMOD Rec.,1998,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VLDB,1995
6740,0,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",VLDBJ,2002,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,SIGMOD,1999
6741,0,the microsoft database research group,"roger s. barga , david b. lomet , per-åke larson , surajit chaudhuri , vivek r. narasayya",SIGMOD Rec.,1998,the microsoft repository,"philip a. bernstein , brian harry , paul sanders , david shutt , jason zander",VLDB,1997
6742,0,microsoft.com : a high-scale data management and transaction processing solution,sherri kennamer,SIGMOD,1998,databases and transaction processing : an application-oriented approach,"philip m. lewis , arthur bernstein , michael kifer",SIGMOD Rec.,2002
6743,1,a study on the management of semantic transaction for efficient data retrieval,"chih-he li , irene s. y. kwan , shi-ming huang",SIGMOD Rec.,2002,a study on the management of semantic transaction for efficient data retrieval,"shi ming huang , irene kwan , chih he li",SIGMOD Rec.,2002
6744,0,an experimental system for object-based sharing in federated databases,"shahram ghandeharizadeh , doug fang",VLDBJ,1996,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VLDB,1995
6745,1,cubetree : organization of and bulk updates on the data cube,"nick roussopoulos , mema roussopoulos , yannis kotidis",SIGMOD,1997,cubetree : organization of and bulk incremental updates on the data cube,"nick roussopoulos , yannis kotidis , mema roussopoulos",SIGMOD,1997
6746,0,champagne : data change propagation for heterogeneous information systems,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",VLDB,2002,approximate query translation across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",VLDB,2000
6747,0,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",SIGMOD,1999,querying structured text in an xml database,"shurug al-khalifa , cong yu , h. v. jagadish",SIGMOD,2003
6748,0,guest editor 's introduction,asuman dogac,SIGMOD Rec.,1998,data management issues in electronic commerce : guest editor 's introduction,asuman dogac,SIGMOD Rec.,2002
6749,0,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",VLDB,1997,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",SIGMOD,2001
6750,0,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",VLDB,2001,a general technique for querying xml documents using a relational database system,"jayavel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov",SIGMOD Rec.,2001
6751,0,selectivity estimation in extensible databases - a neural network approach,"shaoyu zhou , m. seetha lakshmi",VLDB,1998,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",SIGMOD,1999
6752,0,the ins and outs ( and everthing in between ) of data warehousing,"donovan a. schneider , phillip m. fernandez",SIGMOD,1996,the challenge of process data warehousing,"matthias jarke , thomas list , j &#246; rg k &#246; ller",VLDB,2000
6753,0,the ecrc multi database system,"heribert schütz , willem jonker",SIGMOD,1995,smooth - a distributed multimedia database system,"harald kosch , l &#225; szl &#243; b &#246; sz &#246; rm &#233; nyi , alexander bachlechner , christian hanin , christian hofbauer , margit lang , carmen riedler , roland tusch",VLDB,2001
6754,0,an approach for building secure database federations,"klaus r. dittrich , dirk jonscher",VLDB,1994,a structured approach for the definition of the semantics of active databases,"piero fraternali , letizia tanca",ACM TODS,1995
6755,1,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",SIGMOD,2003,aurora : a data stream management system,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",SIGMOD,2003
6756,0,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",SIGMOD,2002,querying heterogeneous information sources using source descriptions,"alon y. levy , anand rajaraman , joann j. ordille",VLDB,1996
6757,0,describing semistructured data,luca cardelli,SIGMOD Rec.,2001,query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",SIGMOD,1999
6758,1,locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anthony tomasic",VLDBJ,2002,locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anthony tomasic",VLDBJ,2002
6759,0,the implementation and performance of compressed databases,"till westmann , sven helmer , guido moerkotte , donald kossmann",SIGMOD Rec.,2000,"the glue-nail deductive database system : design , implementation , and evaluation","marcia a. derr , shinichi morishita , geoffrey phipps",VLDBJ,1994
6760,0,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",VLDB,2002,minimization of tree pattern queries,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava",SIGMOD,2001
6761,1,approximate query processing using wavelets,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",VLDBJ,2001,approximate query processing using wavelets,"kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",VLDBJ,2001
6762,0,temporal database bibliography update,"anil kumar , vassilis j. tsotras",SIGMOD Rec.,1996,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",SIGMOD,1994
6763,0,mpeg-7 and multimedia database systems,harald kosch,SIGMOD Rec.,2002,"olap , relational , and multidimensional database systems",george colliat,SIGMOD Rec.,1996
6764,1,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",SIGMOD Rec.,2003,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",SIGMOD Rec.,2003
6765,1,cache coherency in oracle parallel server,boris klots,VLDB,1996,cache coherency in oracle parallel server,boris klots,VLDB,1996
6766,1,using metadata for the intelligent browsing of structured media objects,"william i. grosky , farshad fotouhi , ishwar k. sethi",SIGMOD Rec.,1994,using metadata for the intelligent browsing of structured media objects,"william i. grosky , farshad fotouhi , ishwar k. sethi , bogdan capatina",SIGMOD Rec.,1994
6767,0,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",VLDB,1996,optimization of dynamic query evaluation plans,"richard l. cole , goetz graefe",SIGMOD,1994
6768,0,peerdb : peering into personal databases,"chu yee liau , aoying zhou , wee siong ng , ming zhang , bo ling , chin hong goh , yanfeng shu , kian-lee tan , yingguang li , xiaoyu wang , beng chin ooi",SIGMOD,2003,coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",VLDB,1996
